name,gender
nooruddin,M
chanchal,F
ashma,F
chandra,F
fasrun,F
omparkesh,M
asmat,F
renuka,F
kirodimal,M
kishnaram,M
rambiri,F
sabba,F
srikant,M
kulbhushan,M
pramil,F
jaidev,M
marti,F
mnisha,F
saifali,F
angad,M
gurpreet,F
kedarnath,M
shabila,F
harprit,F
nischaya,M
baga,M
saraswati,F
dharmendera,M
shabi,M
molu,M
simran,M
ahmed,M
kasish,F
sudhata,F
shur,M
ashman,F
neni,F
subato,M
piryanka,F
kalua,M
meti,F
siya,F
sajju,M
zoya,F
sajda,F
supriyal,M
vishu,M
mitthun,M
sabrina,F
jhora,F
tarif,M
piroj,F
joya,F
safika,F
veeru,F
mithilesh,M
gurmit,M
pammy,F
mooldan,M
hasibullah,F
mandeep,F
nazirul,M
amrat,F
pritika,F
kalma,F
guddo,F
anil,M
shanta,F
rehmat,M
valentina,F
kamini,F
gilbahar,F
sahgufta,F
rajam,M
shushma,F
deepali,F
tasmina,F
sinder,M
darshna,F
hoor,F
beeti,F
anmol,M
karan,M
pappy,F
pritee,F
nini,F
jamuna,F
selva,M
upasna,F
sobit,M
iqbal,M
azhar,M
pratap,M
jeete,M
nijamuddin,M
dakshya,M
kanahiya,M
munnu,M
roopam,F
injum,F
nirmla,F
khalil,M
sukhavinder,M
mahesh,M
ankeet,F
mankuri,F
juhi,M
saiesta,F
mahinder,M
subhagya,F
hemani,F
ranju,M
gruchran,M
jaya,F
samundri,F
anayatha,F
etahsaam,M
nirmal,M
amrik,M
saheb,M
urvashi,F
saniya,F
ganeshi,M
shivani,F
nain,M
shilap,F
nirmaljeet,M
jitendera,M
babuddin,M
pari,M
jasveer,F
dimpal,F
rambrij,M
amana,F
sompal,M
shsi,M
lavi,F
krashana,F
sukrita,F
pankuj,M
karshana,F
jankidas,M
vikash,M
munshi,M
radheyshyam,M
jaivanti,F
radha,M
ikramudeen,M
hem,F
birender,M
goldan,F
shiraj,M
pramod,M
vijender,M
harnam,M
modh,M
salomi,F
akshay,M
shushila,F
sanju,F
anikesh,M
shaurabh,M
sanjogta,F
taran,F
sujal,M
hansraj,M
alijan,M
chandermani,M
khubchand,M
adarsh,M
choga,M
anju,F
salaman,M
ameen,M
babbi,F
keshanti,F
manoti,F
narsingh,M
mayur,M
lakshmi,F
kamruddin,M
praveen,F
sonia,M
gopesh,M
labbhi,F
anjrej,M
phoolwati,M
shabuddin,M
ashiya,M
kehkasha,F
vasuki,M
disha,M
mehvish,F
shahnaj,F
gayatri,F
tanu,F
diya,F
jannat,F
bhagwan,M
suwa,M
bindu,F
luxmi,F
mahipal,M
shobha,F
humera,F
sajida,F
chand,M
ijhar,M
satrohan,M
kurban,M
prem,F
khajan,M
santara,F
dipika,F
santrm,M
aamosh,M
istyara,M
himanshi,F
jaibir,M
sus,F
sangita,F
guddi,F
mula,M
biraj,M
shima,F
papp,M
viresh,M
mohani,F
rajshree,F
nargish,F
jubaira,F
shayna,F
subrati,M
raja,F
himanshu,F
sapna,F
bhemji,M
khalid,M
shokat,M
khusbhu,F
ashish,M
yaqoob,M
prashanat,M
jalsingh,M
amar,M
yusaf,M
preeti,F
jeeren,F
dimpu,M
nidhi,M
choti,F
kapiil,M
jaiprkesh,M
gorav,M
meharuddin,M
tranoom,F
ishrat,F
mariya,F
prakash,M
ramkali,F
saranthem,F
hemraj,F
khurshid,M
kali,M
sarip,M
keshu,F
poma,M
mohardi,M
vadhi,F
geetu,F
snah,F
rajkumarm,M
satendra,M
gaitri,F
mohseena,F
sakuntla,F
aajiv,M
munnia,F
sawana,F
jhumki,F
akaash,M
kuso,F
vajid,M
minkashi,F
vimlesh,F
razni,F
safina,F
hifjul,M
akif,M
kalpeshwari,F
rvindra,M
kunden,M
morki,F
harneet,F
sharib,M
krashna,F
sugodh,M
sazid,M
susri,F
sona,M
prya,F
vidhi,F
ruanbza,F
raseel,M
shamim,M
mohan,F
unkar,M
radheshyam,M
vithal,M
subani,F
switi,F
gulfasha,F
avnish,M
sujeet,M
prdeep,M
bhusan,M
aarati,F
ritu,M
moham,M
junaid,F
dhapu,F
khetra,M
mustaq,M
diwansi,F
kiriti,F
dirgaj,M
mahender,M
batul,F
niyaaz,M
daveena,F
karishama,F
rafeddin,M
kalusingh,M
sainky,M
ramveer,M
ujama,F
pariti,F
gaytree,F
suresh,F
krishan,M
bhajanlal,M
durjan,M
bindvasini,F
mudasar,M
sagiran,F
chanderkala,F
joity,F
jantarpal,M
maatwar,M
masheen,M
shahbuddin,M
kelama,F
bawan,M
virjiniya,F
jisan,M
ranki,F
michael,M
sehrunisa,F
prabhjot,F
disha,F
pabu,F
panchma,F
rama,M
harinder,M
shadiya,F
nafisa,F
ramvati,F
sumit,M
baby,F
lakshay,M
yaadram,M
kanhaiyalal,M
shushil,M
sanjan,F
bhura,F
hagami,F
rashika,F
mrs,F
amarvesh,M
vidisha,F
hamim,F
aansi,F
dhrmveer,M
jot,M
roshanlal,M
hom,M
monu,F
manjeet,F
urvarshi,F
rvina,F
manosh,M
soona,F
sonia,F
rupam,F
jayda,F
biram,M
kuldeep,M
shivam,F
netra,M
sundri,F
mehtab,M
san,F
ramsati,F
moona,F
padma,F
amratalal,M
akhalak,M
mansoor,M
nanki,F
rantesh,M
kumkum,F
nizamuddin,M
aarushi,F
shailesh,M
brijshwaer,M
rumal,F
rosina,F
aruna,F
ramjiyawan,M
mallo,F
alish,F
vandhana,F
komal,F
pyari,F
sonaki,F
imtiaz,M
sudarshan,M
shahrukh,M
bheem,M
sohail,M
syamsunder,M
dulichand,M
sohan,M
aktri,F
layba,F
faqir,M
mehwish,F
nooreen,F
vimlesh,M
ramdhan,M
amrit,F
abdullah,M
danwati,F
richaraj,F
sweety,F
bacchu,M
richa,F
tasveeran,F
jainaf,F
mahinudin,M
rinki,M
mahindra,M
juber,M
rebecca,F
maigo,F
sita,F
phol,F
harison,M
laukush,M
manvendra,M
netrapal,M
danista,F
balveer,M
ajra,F
nensi,F
dipanshi,F
shulekha,F
kamlesh,M
sarad,M
durgesh,M
alisha,F
viraj,M
sheela,F
gudiya,F
parveen,F
atul,M
phulkana,F
gulshtab,F
puspa,F
chotum,M
yasmeen,F
shahjadi,F
noorjahan,F
sakila,F
rupen,M
mohini,M
tabssum,F
maan,F
shubankar,M
sharadhha,F
preet,F
balvinder,F
mallika,F
iqrar,F
bali,F
babul,M
reeta,F
patric,M
avfesh,M
ali,F
lakhan,M
faizudeen,M
lavli,F
jagdamba,M
mangta,M
hawa,M
nakul,M
shiv,F
naseem,F
rambhajan,M
ajeem,M
sumirta,F
sadabrij,M
ajab,M
manuvar,M
parsnath,M
dhananjai,M
tajinder,F
rena,F
pinku,M
gulshad,M
aishwarya,F
munnadevi,F
najreen,F
mohan,M
rehman,M
kusum,F
chitro,F
hariom,M
prsant,M
swati,M
pravendra,M
ruzina,F
kalla,M
fareem,F
bishana,M
aafreen,F
deep,M
sarojini,F
versa,F
bhumika,F
nirjala,F
dana,M
jasvir,M
sahkir,M
mast,M
mithi,F
seeba,F
mangu,M
snjana,F
manira,F
kiran,F
sahdab,M
bherav,M
mithu,M
zahir,M
gurdayal,M
rana,M
papa,M
anchal,F
versha,F
ashish,F
niranjan,F
mho,M
imsaan,M
puspha,F
ramgopal,M
nirosha,F
tohseeem,M
jafrin,F
susanto,M
brkha,F
vakila,F
harvinder,M
vinos,M
youraj,M
mahvish,F
jitendra,M
afarin,F
aaftaab,M
nashimuddin,M
megha,F
kasid,M
nadhim,M
ajkati,F
manmeet,F
sorabh,M
shabbir,M
ashutosh,M
kamrulnisha,F
sidhant,M
sonika,F
paramshela,F
anguri,F
shobina,F
gurbachan,M
jaquir,M
palvinder,F
nasir,M
rahisuddin,M
kalish,M
deepvhand,M
sumitra,F
naresh,M
naveela,F
sahjad,M
vikaram,M
jenifer,F
mhendar,M
anamika,F
vironika,F
farhin,F
krish,M
indu,F
sitara,F
salini,F
saurav,M
marium,F
surender,F
indira,F
abishek,M
panna,M
muneer,M
sumesh,M
simranjeet,F
pramila,F
machhala,F
mandi,F
sabeena,F
amarapal,M
sanoshi,F
bhawan,M
kundin,M
bandani,F
jeevanlata,F
budhan,M
rucksana,F
ankita,F
anash,M
inda,F
shital,F
rani,M
girija,F
kesar,F
bigan,F
jishan,M
imtiyaz,M
sunaina,M
sushil,M
subhakar,M
prannab,M
nej,M
abbal,M
numesh,M
data,M
arti,F
sania,F
kamana,F
arthi,F
narbir,M
aryan,M
ashlam,M
simren,F
saksi,F
tulsi,F
samim,M
najarana,F
manbhar,F
ovaish,M
jagan,F
peenu,F
aardhna,F
brinda,F
jhingi,F
pratibha,F
shiena,F
seweta,F
harshita,F
sawtri,F
iqarar,M
umang,M
nitu,M
sharda,M
mukat,M
adan,M
yashin,M
hardeep,M
gulafshan,F
pusgpender,M
jashinal,F
murti,F
mithun,M
sayja,F
piuesh,M
rahat,F
vidhi,M
supyar,F
prahlad,M
bhoopsingh,M
gulabsha,F
mousam,F
dilsad,M
maaya,F
babalu,M
dhramveer,M
shenaz,F
bunty,F
jakir,M
bodh,M
rafat,F
kaushik,M
arpna,F
sadip,M
jeet,M
harshi,F
abhimanu,M
sarangthem,F
rajbir,M
tajmaha,F
rekhai,M
arti,M
bhanu,M
abhinwav,M
bidhya,F
lekose,M
ashif,M
satrudan,M
badru,F
vishnu,M
alema,F
durgash,F
raman,M
lavali,F
vahab,M
bhagwati,F
somdath,M
sushhmita,F
shatish,M
chatar,M
ansu,M
riyazuddin,M
raniya,F
kundan,M
pallawi,F
nazeem,M
raghuvinder,F
farid,M
kamjeet,F
shi,M
satyvrat,M
amrik,F
aasha,M
reetima,F
habiba,F
navdeep,F
vakesh,M
kela,F
gurmel,F
binnu,M
sonali,F
montu,F
susan,M
krishama,F
yogesh,M
sahna,F
sabrin,F
chandrika,F
koshlya,F
shamina,F
sarvan,M
mittopuri,M
pampa,F
dhanjay,M
shreeniwas,M
radhyshyam,M
jahirul,F
ruksaar,F
yaqub,M
rampayari,F
chandrram,M
vijendar,M
zameer,M
veena,F
samiksha,F
panchuri,F
fozia,F
bhanwer,M
swati,F
nandi,M
ramli,F
suhsmita,F
pujja,M
jhunna,F
asho,F
khalidur,M
tulki,F
himashu,M
vishal,F
suneeta,F
badnath,M
minakumari,F
sarita,F
satish,F
jayuti,F
digamber,M
injmam,M
shama,F
shoukat,M
takshila,F
surekha,F
shrinath,M
babbu,M
rijwana,F
ramdyal,M
bsram,F
fazaz,M
savina,F
jwala,M
karima,F
dipu,M
kokil,M
sahajha,F
mudsir,M
toshar,M
satnam,M
hardass,M
sandip,M
jacob,M
sakcham,M
sujata,M
bhudevi,F
rampati,F
mira,F
ashik,M
sugandb,F
tapas,F
vishanu,M
nshima,F
manmath,M
tabbusum,F
bhuneshwar,M
marzina,F
hajrati,F
kamna,F
hasbul,F
ahsan,M
pooja,F
latur,M
miraz,M
saahin,F
nagia,F
arab,M
ghantoli,M
mehronisha,F
sukhvir,F
samman,F
moh,M
allaraji,M
mercy,F
sisty,F
narbada,F
aradhana,F
ladakunvar,F
merry,F
sajmeen,F
nitish,M
mahavir,M
ekta,F
shrimati,F
vandna,M
subhiya,F
baliya,F
nek,M
husiya,F
kulsum,F
saurab,M
devender,F
balbir,M
archna,F
omprkesh,M
harinarayan,M
sumemtra,F
stephen,M
khursheed,M
shankuntla,F
mantasha,F
kallo,F
dishant,M
hiten,M
irphan,M
aditya,F
birju,M
sampat,M
chosh,M
rohila,F
shahnawaj,F
rocky,M
anwari,M
ishan,M
gurjit,M
ramjan,M
adityalok,M
begam,F
lilaki,F
sarjeet,M
jagpati,M
ishu,F
waseem,M
risiraj,M
digvijay,M
nicharon,F
rasida,F
sharad,M
premsingh,M
shrimati,M
nirmal,F
farmeena,F
aahim,M
prafhool,M
kalip,M
shafibul,M
amiraka,F
vipendra,M
parvesh,M
kajar,F
rinukanwr,F
bindiya,F
rampati,M
vakil,M
mohmed,M
gulab,F
ritika,F
rakha,F
tilakraj,M
navleen,F
pista,F
mehrunisha,F
samima,F
nancy,F
horam,M
meharban,M
dur,F
santoshi,F
satyavati,F
javal,M
salin,M
rabita,F
nandram,M
sohel,M
rajkaranta,F
gulnaza,F
amarjeet,M
sajruddin,M
rijul,M
panchi,F
ankaj,M
samaiali,F
guruvachan,M
swadhin,M
harbas,F
vidyawati,F
nirjla,F
jitin,M
sirazudeen,M
kajamuddih,M
pardeep,M
krishnal,M
janardam,M
rosanjahan,F
ravindera,M
shabbo,F
kusumlata,F
amot,M
bhawna,F
subhodh,M
suneel,M
mishri,M
tulsiram,M
safali,F
prameshwar,M
ragni,F
gyanu,M
rahimuddin,M
ragini,F
jeeshan,M
shana,F
tohid,M
chetna,F
riyajudin,M
dhirender,M
sashikala,F
sahnawaz,M
shiba,F
neetu,F
gul,F
shreemati,F
soban,M
firtu,M
mamuna,F
rinku,M
ramaiya,F
kastoori,F
thakur,M
rajend,M
parsi,F
inayat,M
aanand,M
sonal,F
madam,F
santi,M
hira,M
jay,M
koyal,F
binita,F
monam,F
niksiya,F
meghana,F
jamna,M
rashimi,F
begraj,M
avadh,M
surgyan,M
gurpreet,M
choturam,M
parmila,F
tejender,F
milan,M
phooli,F
shivji,M
jagdeep,M
savitri,F
afrina,F
dukhi,M
kusham,F
bhagvati,M
saranjeet,M
aamil,M
sorav,M
viriya,M
aanchal,F
surajmal,M
sachin,M
simmy,F
kamrudeen,M
inderjeet,M
hudi,F
monti,F
mausam,F
nimahe,M
apsana,F
sushpal,M
bhuvneshwar,M
bidami,F
nazia,F
manshi,M
gulesta,F
sama,F
suriti,F
swaliya,F
udal,M
aakanksha,F
dhana,F
ashak,M
khasbhoo,F
sharat,M
anjum,F
bhup,M
shweta,F
ajmal,F
ilma,F
parerna,F
abhaki,F
kasumbi,F
harleen,F
bantu,F
nahar,M
chhitar,M
munender,M
nirvat,F
parveen,M
shrabani,F
jasmen,F
partima,F
mangubai,F
shailender,M
rupa,F
sukhdevi,F
sangeeta,F
vimala,F
sabanam,F
heera,F
tumpa,F
fuljhadi,F
forshan,M
susma,F
sundari,F
himansi,F
farukh,M
shahnwaj,M
pratha,M
ramsurat,M
sagit,F
rinju,F
indra,M
bobby,M
avantika,F
babita,F
omparsad,M
amandeep,M
samadh,M
nikahat,F
kirti,F
dilkhush,F
gordhanlal,M
joria,M
rakhee,F
bhavishy,M
vijayanta,F
pradeep,M
misri,M
khushnuma,F
rishma,F
sameeruddin,M
gourav,M
seeriya,F
karnesh,M
farjana,F
parvti,F
bahrat,M
suneta,F
nandani,F
nasruddin,M
neemi,F
pragati,F
kanda,M
rohini,F
lajjavati,F
chhotelal,M
chama,F
rasid,M
sukshana,F
nanu,M
bharatlal,M
sukheeya,F
anup,M
himanshee,F
areen,F
bitoo,F
samsad,F
swetna,F
hazi,M
vashudev,M
sakhichander,M
lakhmi,M
sandiya,F
koslya,F
vipulander,M
prabhash,M
sakeena,F
sarsawati,F
tejender,M
pera,M
balwan,M
manjoo,F
kirtiman,M
veepinchand,M
malchand,M
wiliyam,M
rambhul,M
sukhbeer,M
jasbir,M
shibu,M
shyamveer,M
shaheen,F
murari,M
bhagvati,F
babar,M
aphasana,M
musrat,F
nishar,F
sanha,F
hukam,M
srheeram,M
tunni,M
shaifali,F
dilshadi,F
taramati,F
gyan,F
saviti,F
bharti,F
zuveb,M
nasima,F
sparsh,M
tahseen,F
monish,M
nandkishore,M
neesa,F
jishant,M
mili,F
sharda,F
naina,F
tapish,M
monini,F
birgesh,M
sukjveer,M
punarjyoti,M
mariyam,F
alima,F
sandeep,F
rajvi,M
asfaq,M
kushumavati,F
veerpal,M
hritik,M
kanok,M
rasab,M
alma,F
kishor,M
suchi,F
nathuram,M
makhan,M
devid,M
mony,F
hamida,F
ratneswar,M
najrana,F
shagufta,F
madan,M
peer,M
jitendr,M
sanju,M
rambha,F
devyani,F
pandit,M
bhuralal,M
ms,F
barjesh,M
mannulal,M
shailash,M
kabid,M
gosia,F
madanlal,M
veshali,F
rukya,F
sanjay,F
julfikaar,M
ramkish,M
parvati,F
rikkenchi,F
janwi,F
noorjama,M
sharanjeet,M
alahbasri,F
punit,F
alina,F
praveen,M
abhisekh,M
sunena,F
manbharbai,F
usha,M
shree,F
ravi,M
aarav,M
paramjit,M
sunayna,F
senser,M
firoz,M
soyab,M
aru,M
ranjit,F
khairu,F
sunhara,F
geetika,F
sidhart,M
rupal,F
punit,M
ashwani,F
chanderpal,M
kumar,M
jya,F
naval,M
gyandeep,M
ansh,M
gulfan,M
ranjit,M
ramila,F
dharmandra,M
afsana,F
beni,F
uma,F
bahadur,M
vipin,M
rahul,F
khushi,M
sukumar,M
altmash,M
klash,M
varsha,F
sweeti,F
zakir,M
ramvihar,M
megharaj,M
bobi,F
mumtaz,F
yogita,M
samaprveen,F
shahna,F
roshan,F
jhawar,M
chanchal,M
noni,F
madhubala,F
najrin,F
gyan,M
islamudin,M
trlokchand,M
sahajad,M
pholwati,F
akshit,M
rabina,F
arpit,M
mem,F
deep,F
antima,F
chandi,M
depander,M
phalguni,F
parminder,M
bhajandeep,M
tashnim,M
ramniwas,M
veermati,F
joga,F
shikha,F
shamim,F
kanika,F
anja,F
jayotli,F
shma,F
yatharth,M
narpendra,M
anaji,F
pakhali,F
hitender,M
saziya,F
anurudh,M
lakhami,M
shymo,F
mnyak,M
jhakar,M
priyansi,F
anu,F
sheru,M
indrvati,F
nadim,M
lakshaya,M
pramood,M
rushali,F
pooranmal,M
sidarth,M
parmeshwari,F
sahadeb,M
bhojpal,M
rizwan,M
gopal,F
pushpanjali,F
budhram,M
kartar,M
sitaram,M
sultana,F
bhavana,F
dashrath,M
aalam,M
tanya,F
furkhan,M
sana,F
manita,F
gopi,M
mis,F
dilshana,F
lakshit,M
rashab,M
fooljhnah,F
sanjna,F
kushmita,F
sanjoh,F
vineeta,F
bahalen,F
sehzada,M
cheete,M
salma,F
rajenderi,F
milka,F
ranu,F
dropati,F
man,M
aayush,M
simran,F
lavpreet,F
sameem,F
nazibuneesha,F
harees,M
sita,M
meenaxi,F
pushpa,M
janaki,F
naushi,F
nibha,F
shneha,F
hamid,M
ajad,M
uganta,F
foranti,F
gango,F
mamta,F
lila,F
neeven,M
fazia,F
jahid,M
gauri,F
munsi,M
shabina,F
nikki,F
chappla,F
sayna,F
shayam,M
jasvinder,F
dhiraj,M
ayush,M
nida,F
misbah,F
priyaka,F
sehdev,M
binpal,M
asif,M
rukhsana,F
shoab,M
shimla,F
chandra,M
hazara,F
rina,F
rammurti,M
nawed,M
sukh,F
bhala,M
kanchaniya,F
rimpy,F
sima,F
sehnaz,F
chhidu,M
mrityunjay,M
fitrat,M
narbahadur,M
zanmi,M
shanawaz,M
rajesh,F
nutan,F
pervez,M
faizal,M
annu,F
nihalchand,M
mehak,M
menu,F
sumender,M
bhanvar,M
divya,F
rony,M
fahija,F
shoyab,M
revti,F
surat,M
vipan,M
poonam,M
s,M
sadik,M
alam,F
hina,F
aasif,M
bhanumati,F
phooleshwar,M
aakash,M
reshami,F
bhagwat,M
aasish,M
mohmmad,M
bhoop,M
reenu,M
sam,M
akash,F
aavesh,M
resham,F
tolaram,M
panku,F
giriraj,M
suja,M
shamsher,M
phirdos,M
pallu,M
gulnaj,F
balbiri,F
sipra,F
sunita,F
attar,F
rachana,F
papiya,F
chhanya,F
jaismeen,F
brijmohan,M
suganti,F
khusboo,F
daniel,M
amisha,F
noor,M
sheensar,F
shani,M
rukhsna,F
ujamma,F
bhud,M
parul,F
reetu,F
juhewuddin,M
mahrul,F
lokender,M
channu,F
shital,M
jaspal,M
sunilrawat,M
tausin,M
abida,F
adhish,M
jitander,M
anantram,M
kabul,M
ved,M
chhedilal,M
pooja,M
ramotar,M
praveena,F
anshul,F
grish,M
usmaan,M
umda,F
sugna,F
shi8vprakash,M
chandar,M
shabnur,F
nandita,F
madina,F
damodar,M
jassi,F
ikramuddin,M
roji,F
mukesh,M
chtar,M
harimohan,M
harbansh,M
manish,M
shamshina,F
virender,M
rinkoo,M
rajvir,M
shanjhan,F
guddibai,F
pooga,F
dharminder,M
nimla,F
abhisek,M
moti,M
arajun,M
nisar,M
nandini,F
sharinimle,F
harshmeet,M
bhorelal,M
susila,F
parmeswari,F
surti,F
jarim,F
afrin,F
ramkhilawan,M
moshad,M
mandira,F
khush,F
sumita,F
mukeemuddin,M
najo,F
tashkkur,F
supna,F
salu,F
najubai,M
hyatun,F
sawan,M
titu,M
rohan,M
palvi,F
maryana,F
rampal,F
omprakash,M
sareen,F
vanish,M
raksha,F
pintu,F
tarbez,M
ziyabul,M
umanath,M
job,M
dd,M
chanderkanta,F
mamanbai,F
ramkiashan,M
hisham,M
janki,F
badrunisha,F
mangla,F
jyoty,F
mehfooj,F
jagmal,M
siwani,M
amarjit,F
imamuddin,M
aaenab,M
dil,M
geet,F
bindi,F
kanya,F
saneha,F
sirjna,F
sifa,F
samon,M
devki,F
daler,M
chumki,F
diti,F
rusan,F
lalu,M
viram,M
keli,F
abhijeet,M
daulat,F
musibat,M
kaushar,M
satu,M
saieman,M
pransis,M
dilkush,M
joginder,F
jinat,F
trilok,M
rajbeer,M
sai,M
kulwant,M
aashi,F
mainka,F
nasreen,F
aftab,M
rajkarnta,F
shivalika,F
ishant,M
mohatter,M
bandana,F
girja,F
hiri,F
promila,F
gambhir,F
raishma,F
nusrat,F
awshin,F
muhmad,M
leo,M
dorilal,M
durganand,M
umma,F
yesh,M
ranjita,F
jawed,M
rajiya,F
sabna,F
dolly,F
ruplal,M
naimuddin,M
mhega,F
swapanesh,M
vineta,F
sahishta,F
shankri,F
giri,M
tulcharam,M
sukhlal,M
satosh,F
lali,M
raman,F
sweta,F
tabasum,F
karishan,M
arshad,M
peena,F
sahi,M
rubee,F
smriti,F
sharmili,F
shahzadi,F
teenu,M
kunda,M
niraj,M
sonu,F
satvir,M
deva,M
muskarn,F
kachan,F
kamli,F
tirlok,M
nandi,F
anjeev,M
mukund,M
mallik,F
jamaal,M
taruna,F
abishak,M
bhramanand,M
atitaj,M
sema,F
bhismpal,M
jauli,M
shakuntla,F
karma,F
bashanti,F
paro,F
balmiki,M
kailaki,F
urmila,M
shahista,F
madhusudan,M
priyak,F
novisha,F
ekata,F
kanhaiya,M
aman,F
ekamjeet,F
jamnaa,F
rashma,F
lakhu,M
suraiya,F
divaraj,M
nibo,F
imaman,F
rubbi,F
shaving,F
ashmi,F
deewan,M
amarmula,F
shobha,M
laxmi,M
gulwasha,F
badri,F
badami,F
chanderwati,F
tisha,F
sushila,F
juneb,F
robin,M
satya,F
navi,M
ramba,F
premlata,F
satender,M
sahnabaj,M
zina,F
jainub,F
shahera,F
sera,F
jyoti,M
brij,M
st,F
galiya,M
shabra,F
lakhua,M
klu,F
ruhi,F
fatma,F
anam,F
nizam,M
kamal,M
mogan,M
sajni,F
reema,F
surinder,M
eshwari,F
fareen,F
safiya,F
shkuntala,F
lawrence,M
shohan,M
sharwan,M
menakshi,F
mega,F
tilak,M
sonam,F
vipiv,M
ghanshayam,M
rustam,M
khumlo,F
chndrakla,F
minakxi,F
rihana,F
shahina,F
adil,M
guni,F
vaibav,M
ishwari,M
sivani,F
kulli,M
ruckmani,F
naseema,F
aastha,F
gytri,F
manav,M
maksud,M
yadram,M
kulvinder,F
tarun,F
fakerey,M
anish,M
siddhi,F
shanshak,M
santro,F
goutam,M
gurmeet,M
bilkis,F
chatan,M
atiq,F
banwari,M
sriniwash,M
tak,M
patav,M
lashma,F
sarfaraj,M
bhanu,F
bilke,F
phoola,F
kushbu,F
muskuran,M
anjara,F
farmaan,M
amina,F
jewa,F
rimasha,F
murjina,F
dhramender,M
gurcharan,M
hurji,F
lakhamichand,M
mansi,F
amrit,M
ugma,F
dhan,M
sone,M
bharma,M
anandi,F
sabhana,F
jasvinder,M
parmeshwar,M
rsjesh,M
rinka,M
shayma,F
manowar,M
naveena,F
beeram,M
rupesh,M
atif,M
pachuram,M
anjan,M
shabana,F
faiyaaz,M
yamini,F
busra,F
najimuddin,M
shahwaj,M
sheh,M
mithu,F
divyansh,M
meeramai,F
shilly,F
roshani,F
puranmal,M
shispal,M
heeera,M
kedarmal,M
rawana,F
mukaram,M
meva,F
skunatla,F
veenu,F
manda,F
kirshna,F
hanni,M
sankarlal,M
nilofar,F
rampaal,M
raghubeer,M
gyaan,F
jaiwanti,F
anarkali,F
bhulaee,M
tane,F
hardik,M
pahalwan,M
munny,F
chhano,F
suchitra,F
taslima,F
shahbaz,M
rijakpal,M
sukh,M
tamnna,F
budhi,M
kulbir,M
chando,F
nasibu,F
soma,F
prankur,M
zuhaib,M
khangara,M
ishtkar,M
sarla,F
nirwat,F
yashpal,M
gappu,M
najmin,F
amri,F
fida,M
a,F
jisaan,M
aatir,M
fhaishal,M
kavit,F
gargi,F
shardha,M
smt,F
honey,F
sashi,F
kamlesh,F
narmda,F
moti,F
karim,M
yashsvi,F
divy,M
jaswant,M
mokida,M
shrishti,F
charnjeet,M
asrani,F
sumanlta,F
jaimata,F
rathan,M
nazahat,F
chanchl,F
nanak,M
dhruv,M
shekher,M
avinsh,M
nwed,M
keshar,F
nisat,F
buchhi,F
jani,F
mager,M
jumman,M
sintu,F
sarvash,M
bala,F
tanuj,M
akkash,M
shakun,F
subin,M
deelip,M
krishn,M
ganesi,F
paramjeet,F
shayana,F
ruvi,F
smt,M
anupam,M
kriti,F
binnu,F
banita,F
ruji,F
manwi,F
toquir,M
onginye,F
gulfam,M
ramphal,M
